,text,airline_sentiment
9228,ive hold hour bc cc mile arent showing mediocre combo cc amp airline,negative
9229,premium unacceptable 4 call twice putting hold,negative
9230,bougth ticket fligths twice dont refund money big problem company refund money dont u pay back,negative
9231,beyond ridiculous steering problem delay u wonder sell,negative
9232,hi im trying speak someone book travel minor phone keep disconnecting please advise website wont allow,negative
9233,pre schooler develop app thing crash every single time,negative
9234,bad weather excuse following established luggage procedure,negative
9235,hold going 40 minute spending 10 hour delayed denver cause broken plane thanks guy,negative
9236,one one,negative
9237,look like long trip cancun philly 9 hour late flight seriously,negative
9238,yet another delaymissed connectionand customer service attitude wow,negative
9239,122322 unusable fund book,negative
9240,bring guinea pig small pet carrier onboard flight,positive
9241,good luck trying reach human twice sat hold 50 min,negative
9242,every single time fly guy delayed least 30 minute every time flight 5612 nola,negative
9243,ok flight attendant talk nasty passenger go get drink restroom shocked listening,negative
9244,good work flight 1798 crew recognition even coach many late flightly whats,positive
9245,changed flight 6 time 1 trip bumped amp great experience never flying u air never,negative
9246,cant wait never fly always delayed always lose bag rudest people planet southwest best,negative
9247,sent email customerrelationscom work,neutral
9248,sat ramp 45 min missed connection one seems concerned usairways,negative
9249,difficult work baggage claim dont answer phone,negative
9250,lost id plane trouble finding contact lost found cleveland hopkins airport please help,negative
9251,better intel said plane due 630 flightaware app say 645,negative
9252,likely flightaware say plane still durango hasnt departed,negative
9253,little late flight suck rt oh mitchell agent happy offer available option,negative
9254,hii travel question could please follow dm,neutral
9255,’,negative
9256,general announcement,neutral
9257,whats going u airway flight 805 diverted charlotte,neutral
9258,’ suggest proper information dissemination staff timely amp relevant schedule prevent future,neutral
9259,patient especially first time never fly,negative
9260,seriously every flight past 2 day delayed every single one terrible,negative
9261,want heard discus many issue trip,negative
9262,whats flight 5545 gate agent plane phx b18 nice customer service,negative
9263,embarrassing,negative
9264,’ still disappointed apparently ok flight attendant ’ current policy argue traveler,negative
9265,yes know industry procedure baggage thanks helping impossible connection started,negative
9266,agree per captain issue happened boarding amp sat plane almost 2 hr,negative
9267,despite tailwind … still late flight,negative
9268,1500 character enough convey issue directed emailmailtocustomerrelationscom unmonitored bad,negative
9269,thanks sent dm baggage issue,positive
9270,able locate insane trust pay look thing lost,negative
9271,yet flight attendant argued exec plat benefit,negative
9272,please stop asking week place bag size check,negative
9273,toe whether im going make flight back boston tonight,negative
9274,need check candy w working flight 449 iah phx usairways reason always choose,negative
9275,explain come get free upgrade u exe plat exit row seating wout paying confused,neutral
9276,yes ground crew finally showed plane could depart late flight,negative
9277,delayed due tail wind need jump sea leaving time arrives chance hold,negative
9278,submitted request would appreciate call 9am eastern thank,neutral
9279,need email customer service help question please provide email address,neutral
9280,significant number folk 686 connecting 599 minute hold would make many happy,neutral
9281,help,neutral
9282,anything done make flight attendant aware aa member benefit embarrassing argued happened,negative
9283,question need talk someone email give email address thanks,neutral
9284,well certainly nothing happening front scene,negative
9285,4 hour tarmac charleston still cant get response week unacceptable,negative
9286,customer service best rachel took great care u phx airport,positive
9287,amp plane,neutral
9288,never fly u airway,negative
9289,strike againlate flight crew 4 trip maintenance 4 worth extra 200trip le hassle fewer delay,negative
9290,follow dm,neutral
9291,get bumped 6pm birmingham delayed pilot scheduled dont enough hour together fail,negative
9292,yes thanks took forever,negative
9293,far delayed go … look like tailwind going make good news,negative
9294,horrible travel day w airline 220 flight birmingham cancelled flightled w notification couldnt get 405,negative
9295,asked sop said “ ” yet 11 flight nothing policy,negative
9296,’ asking … 2 11 non upgraded flight attendant came amp greeted amp thanked business bc exec plat,neutral
9297,24 hr traveling welcome u back home u 4 hr layover get watch going wrong destination,negative
9298,really embarrassing asking complimentary drinksnack detailed amp argued,negative
9299,disappointed service received travel nc past day lost baggage twice,negative
9300,question downgrade include losing first class get money back,neutral
9301,given,negative
9302,said could move thursday flight free call number hang,negative
9303,even going acknowledge bumped flight weather arizona,negative
9304,moveup policy really suck united 24 hour policy status wanting move 5am 7am,negative
9305,great management twitter account thank,positive
9306,impossible change buy preferred seat via app,negative
9307,good understand terminology merger brings new verbiage,neutral
9308,priv chat help chairman reroute,neutral
9309,new marketing song let u know think,neutral
9310,customer service department intent ignoring email query,negative
9311,help chairman flight 686 phx connect 599 sjc miss connection reroute please,neutral
9312,airway joke never dealt worse service,negative
9313,great called fucking phone number hung,negative
9314,found thank,positive
9315,thats lie,negative
9316,also explain checked u airway site amp picked standby 1st put list,neutral
9317,customer service recording say busy assist hang great touch,negative
9318,lack customer service shined need step get lost baggage delta return,negative
9319,operate flight without maintenance issue flight inout dca cancelled flighted getting old update fleet pls,negative
9320,took away 1st class seat love chairman preferred assigned row 24 seat b middle seat,negative
9321,patience connecting flight need guy every time travel every single time,negative
9322,plan changed u call bein able 2 park time plane w 2 hr layover n b able 2 make ur connection,negative
9323,receipt conf thur flight call help literally hung bc wait time help,negative
9324,practice give 1st class seat u air employee giving chairman customer sitting coach,neutral
9325,thank resolving issue direct flight sfo,positive
9326,would help flew bigger plane tlh team mate made training,negative
9327,ok thanks,positive
9328,trying get plane phx rno gate saying flight downgraded,negative
9329,put hold number loooooong time help,negative
9330,never unpleasant travel experience life might get flight till tomorrow insane,negative
9331,direct flight sfo leaving airport please put one,neutral
9332,awesome door close 2 minute flight leaf 17 minute plane got wth,negative
9333,ill check get airport thanks,positive
9334,ticket counter people helping want charge money even horrible day,negative
9335,ha flight ctl delayed going miss connection please transfer another airline asap,negative
9336,thanks reply good note pilot nailed landing seriously kudos,positive
9337,555 flight ctl catch 8p flight sfo empty seat 415 flight wasnt offered awful service continues,negative
9338,fly back charlotte different airport guy flexible like airline,negative
9339,checked standby 1st class find list merger pain,negative
9340,4 great flight delay thank,positive
9341,hold 45 minute better time call getting ridiculous,negative
9342,exchangecredit policy worthless shadier white house dissatisfied nine right,negative
9343,honest question 1way ticket charlotte hub lax 2nd biggest city usa almost 600,negative
9344,one downgrade flight,neutral
9345,im shutting data flight want response time land 2 hour,neutral
9346,happened u couldnt get u home next day,negative
9347,never fly,negative
9348,exhaustion traveling n runnin thru airport tryin 2rent car n killin family anybody road,negative
9349,offering give bag usually force passenger state shock,negative
9350,power trip felt completely threatened unsafe angry derrick bussey dca would like reiterate,negative
9351,thank putting flight leaving late flightr original flight booked,negative
9352,would willing give benefit doubt say misunderstood went,neutral
9353,look flying rock time bird plane nah never mind rock,positive
9354,doesnt take account 450 cost 2 rent car 2 drive home,neutral
9355,even single unreasonable human planet earth excuse treatment,negative
9356,supposed business belong customer humiliating,negative
9357,way treat woman want someone contact explain make acceptable,negative
9358,citizen fly airline constantly offended derrick bussey im cry airplane im upset,negative
9359,really know leave someone stranded funeral prop guy really making perfect monday,negative
9360,friend telling gate attendant stewardess going,negative
9361,allowed carry suit bag carry bag suit bag hang like jacket would soft sided 48,neutral
9362,owes tammy winstonsalem call center keeping customer,positive
9363,jetway felt disrespectful never treated way particularly trying good c,negative
9364,disrespect cannot even begin explain issue woman literally yelled pulled,negative
9365,happens isnt located,negative
9366,want speak someone immediately shaking rage offered hate check bag derrick bussey treated,negative
9367,2500 bag fee golf bag domestic flight,neutral
9368,okay u 2 cancelled flight change flight good 4 u cant logistically figure 2 plane come time,negative
9369,thanks asked change cost desition nade computer late flight,negative
9370,hi guy general enquires email address please thanks david,neutral
9371,actually cared would one thing sound like dont like told lousy service,negative
9372,idiot kept time plane tarmac hour forcing u 10 minute,negative
9373,cust svc let slip previous cust svc lied supervisor amp corporate ph 200 change 130 tix thx,negative
9374,following,neutral
9375,sorry didnt realize wasnt following,neutral
9376,please fix reservation phone system weatherbackup could possibly bad 10 day,negative
9377,made thanks help,positive
9378,huge prop parizad checkin sacramento help friday get 3 u home airline delayed,positive
9379,additional charge golf bag club shoe golf ball thats piece luggage check,neutral
9380,flight voucherconfirmation code enter checkout page flight booking problem pls help,negative
9381,12 rock hit plane delay never easy day u airway ya never fail let,negative
9382,fyi ill writing registered letter 2 ceo line 4 shameful treatment reaction got,negative
9383,guy cancelled flightled two flight yesterday checked bag huntsville went missing philly,negative
9384,apply ur credit card automatically get companion certificate wait,neutral
9385,customer service failure aside one would think guy would care inaccurate manifest im sure tsa would,negative
9386,find funny responds dont customer service worst,negative
9387,get b guy door say door close 10 minute back yet know fact 5 people short,negative
9388,flight rebooked want change seat upgrade 1st class help phone,negative
9389,need speak customer service agent today 58pm unfortunate incident discrimination today,negative
9390,slowest baggage claim ever,negative
9391,dont blame weather rep counter cost entire day weather printed boarding pas late flight,negative
9392,late flight,negative
9393,delay due refueling control thats true never want fly u airway,negative
9394,shout diane eyw helping get u home today instead tomorrow even little late flight,positive
9395,made huge relief thanks help,positive
9396,getting u rest bag please received 2 5 help,negative
9397,im trying get dad wheelchair one answering dulleswe tried call back onmultiple time,negative
9398,838 boarded waiting take hopefully,neutral
9399,thanks hope maybe put good word,positive
9400,u 728feb 21 arrive 7 hr late flight checked car seat missing replacement available yet arrive 24 hour late flightr,negative
9401,guy lost luggage,negative
9402,u 728feb 21 kim say leaving 15 minute paperwork done wheel 15 hour late flightr,negative
9403,u 728feb 21 hour 6 plane u airway representative kim enters deteriorating picture unhelpful assurance,negative
9404,thnk responseall flight full couldnt get tmrw cancelled flight go wother airline,negative
9405,u 728feb 21 ground power short third time weary german passenger deplanes make jealous auf wiedersehen,negative
9406,u 728 refuel weve sat long pilot announces truck look left actual announcement,neutral
9407,thanks bag 10 went wrong 22 hour dca san weather issue acceptable,negative
9408,trying chg ticket staff member leaving org flywere nonprofitcant make exception,neutral
9409,speak human need 2 find bag delayed 221 website 800 telling 2 different thing got hung 2x,negative
9410,u 728 one water run planet smallest water bottle applaud looking environment,negative
9411,u 728 nope getting 3 hour plane 4 pilot announcement one water run planet smallest water bottle,negative
9412,u 728 wait gate opened back go good maybe get,neutral
9413,u 728 uh oh gate truck come u,negative
9414,u 728 returned gate get mel sticker oh look heard pilot clue mel sticker anyone,negative
9415,spent hour phone got,negative
9416,u 728 lost ground power three different time grounded endlessly without air light entertainment,negative
9417,u 728 pilot started flight announcing arrival gatwick heathrow moment concern aboard,negative
9418,u 728 stated issue one around close said door strange hearing pilot long period,negative
9419,seat 8d flight 545 last night worst seat ive ever leg room,negative
9420,one worker rude u tell dm cuz wont good publicity,negative
9421,u 728 stated issue plane moving cargo door open plane umm ok little strange,negative
9422,flight delayed missed connecting flight stuck philadelphia night hotel voucher thanks nothing,negative
9423,u 728 stated issue kept plane ground allow connecting passenger flight board fine understand,neutral
9424,speak human compassion wrote email discus experience received generic sorry email back,negative
9425,take look 1715 f seat filled someone upgraded friend instead following rule,negative
9426,back line terminal phone guy couldnt help one person front 20 min wait,negative
9427,understand im resorting twitter help available gate occurred phone afterward,negative
9428,going miss connection due another tarmac delay us5268 4050 need flight home today please,negative
9429,im expecting 400 reimbursement unprofessional decision us728 21 feb check full complaint box,negative
9430,whats deal flight 5268 dca phl boarded time left gate min late flight sat tarmac,negative
9431,stranding student trying get birmingham clt overnight wo help better,negative
9432,really need help asap please make quick thx,negative
9433,well going help ivebeen hold 3 hr amp client want ff nbr record he elite waa,negative
9434,hi lost father wheelchair every time call get voicemail dad need go home please dm,negative
9435,4 segment 44 delayed gnv gt ctl ctl gt jan jan gt ctl ctl gt gnv year flying guy way go,negative
9436,charging 200 take flight lol last time fly,negative
9437,yes say bag delivered local number say open asked main cust service got hung,negative
9438,row 16 flight 634 today youre looking specific run home depot wd40 need,negative
9439,seriously buy wd40 a319 operating flight 634 geg phoenix every seat squeak w every shift still ground,negative
9440,would happily wait terminal near food restroom non irritated passenger,negative
9441,let passenger board issue hour amp pilot doesnt know well leave,negative
9442,anyone help still hold,negative
9443,oh yay gate agent decide deal upgrade list bump whoever closest,negative
9444,site show ontime flightaware site show delayed trying decide get ice catch flt 456 phx,negative
9445,absolute worst airline 13 woman inconvenienced due maintenance issue stuck care given,negative
9446,flight amp customer relation extremely disappointing faced many problem type apology 25 towards flight joke,negative
9447,sitting phl rude customer service agent,negative
9448,flight get paperwork inputted taken hour,negative
9449,hold customer care wonder someone pick phone 5pm,negative
9450,flt 445 get gate den 20 minute waiting information,negative
9451,lot fun removed top list manually readded bottom thanks club agent thanks lot asha dca,negative
9452,delayed flight wilmington made miss flight charlotte figure take arrive time,negative
9453,wow unbelievable treat customer puerto rico airport,positive
9454,usually sorry doesnt involve moving people middle seat removing upgrade list guess thats club perk,negative
9455,dont worry used initiative arriving much earlier planned,negative
9456,nice try gate making traveler traveler put bag size guide oversold sorry,negative
9457,horrible service wrong plane arrived many confirmed passenger could get flight paid due lack seat flight,negative
9458,trying book award travel leaving redeye sunday night midnight book date sunday monday,neutral
9459,booked flight 1mnth ago seat confirmed small plane arrived allowed board bcs seat horrible service,negative
9460,frustrated checked bag logan given luggage ticketnow luggage lost amp ownership,negative
9461,breathing heavily super helpful thank,positive
9462,aye nothing automated system doesnt work properly anyway got somebody,negative
9463,okay great thank,positive
9464,rebooked connection delayed,negative
9465,meeting california luggage,negative
9466,number agent gave call say open main number go computer saying delivered,negative
9467,way get call center answer oneworld award whenever try system say busy disconnect endless hold,negative
9468,put luggage plane mine deliver like said show claim closed online,negative
9469,take money requires 7 10 day process refund auto attendant hang,negative
9470,long reply,negative
9471,bag policy say stroller car seat need bring 2 car seat 1 stroller call detail,neutral
9472,customer service like never seen kudos organization,positive
9473,intentionally buy flight 10 hour layover kind airline would charge 200 fix wow,negative
9474,get hold customer service ive called multiple time amp hold 30 min hang,negative
9475,time bracket call fix problemive attempting fix contact information issue day,negative
9476,called number said one available take callguys insane,negative
9477,cant book flight online phone customer service usually great anything help,negative
9478,worst experience ive ever flying rude delay cancelled flightlations lack update wasting time,negative
9479,contact via fb message twitter dm text,neutral
9480,called 3x amp say high call volume call back 1 minute international call way someone contact,negative
9481,grrrrrrrr couldnt book flight via calling either,negative
9482,delayed connection missed extended layover lounge pas phl,negative
9483,another twist plot took miami return due unsecured cargo door stressful vacation ever,negative
9484,reaching hardworking mom trying best,negative
9485,great operation guy running mechanical issue taping piece plane together lol,neutral
9486,thanks idea resolved id like purchase ticket,neutral
9487,hi attach aa ff 94lxa62 reservation e2kvm4 thansk,neutral
9488,check online state status closed mean yet able reach live person,negative
9489,system affected weather,negative
9490,called able get rescheduled thank quick response today,positive
9491,get aa frequent flyer number appear usair reservation frustrating,negative
9492,im unable check flight 2119 bosdca havent heard flight cancelled flightedrescheduled update,negative
9493,dont forget without customer would business,negative
9494,hi guy flight 5594 3937 still time site app cant check thanks,neutral
9495,hey since f wknd day pas admiral club meal coupon free coke blank stare,negative
9496,make reservation well make excuse,negative
9497,listed baggage claim number call number ticket use lady speed stick morning,negative
9498,another dead end handle aa lampf gave failed already 6103627498 99 vm full,negative
9499,houston gate 17 customer service need treat people respect hardly people waiting,negative
9500,phone called 6170 number picked almost immediately,positive
9501,yes made flight got workout,neutral
9502,603 amp 2705 dfw psp thank,positive
9503,1899 thanks,positive
9504,whats going website amp mobile app help,negative
9505,submitted customer relation form await response,negative
9506,height rudeness without question worst customer service ever experienced,negative
9507,need speak somebody reservation talk human yet computer system put phone,negative
9508,pick phone,neutral
9509,premier provider missed connection,negative
9510,im sure people working hard system assist ivr prompting offering call back hold wait time,negative
9511,thanks subpar travel experience even yet,negative
9512,fyi customer service rep carol absolute delight pleasant rebooked lightning speed thanks,positive
9513,struggling hold 25 minute kicked back start said couldnt handle amount call,negative
9514,call,negative
9515,told call back late flightr,negative
9516,cancelled flighting u airway credit card choosing airline experience week,negative
9517,thank say website,neutral
9518,cant make airport road bad dfw one answering phone website downhow reschedule,negative
9519,pilot pleads let boarding begin full flight waiting 4th flight attendant denied mission control grrrr,negative
9520,website isnt working cant talk 1 phone check flight status dfw road awful cant get,negative
9521,rebooked tuesday arriving late flight tuesday start class cancelled flightled trip,negative
9522,flight going cancelled flightled every week might well business class,negative
9523,2102 dcabos cancelled flightled making u wait hour fly usair every week upgrade status proactively,negative
9524,dominick l la guardia airport nyc give absolute best customer service thanku checking made easy,positive
9525,congrats treating customer worst way possible know plenty ppl horrible experience w,negative
9526,going manchester uk im going miss wedding going rebook chosen cancelled flight flight,negative
9527,dm take offline would love info location lost bag help appreciated,negative
9528,thanx isnt first rodeo done amp done yesterday result comm unless u count status bag lost amp claim filed,negative
9529,give u air philly talk real person acarl 4com,negative
9530,would nice offered flight credit especially since im staring empty overhead room,negative
9531,power outlet seat youre gonna keep u siting forever,negative
9532,would appreciate call regarding horrible experience gate agent hold 39 min hung,negative
9533,understand im attempting change information identical tell call,neutral
9534,going flight 1826 phl phx 10 min estimated departure nobody board update,negative
9535,bag still missing,negative
9536,seriously doubt still sitting inside gate,negative
9537,customer service dead last wk flts delayedcancelled flighted bag lost 4 day last nt flt delayedcancelled flighted meal voucher,negative
9538,flight us1562 ric 2dfw cancelled flightled yesterday amp hold w cust service 610pm est 4 hour answer,negative
9539,taking dont private jet bora bora time land im calling oprah,neutral
9540,call number listed sure next friday get real live person line,negative
9541,thanks cancelled flighting flight 5097 today missing required training happy customer,negative
9542,strike three guy suck,negative
9543,2 day row buying suggest review policy w respect unaccompanied minor seat sun,negative
9544,ok app doesnt seem working use mobile site,negative
9545,wife flew italy recently bought ticket via finnair flight operated usair didnt get dividend mile credited,negative
9546,8 hour delay phomia airline bad getting worse foolish american merge treat customer like crap,negative
9547,28 hour late flightr still email work supervisor need documentation approve last minute vacation day request,negative
9548,3 hour hold got rebooked new flight yesterday asked new itineraryconfirmation email sent,negative
9549,here sitting hold 4 hr flight cancelled flighted disconnect twice,negative
9550,cancelled flight flight tampa philadelphia today due runway condition yet tonne usairways flight landing today explain,negative
9551,phone system working bumped 3 time need get mco,negative
9552,flight plan delayed tuesday due computer crash,negative
9553,4914 phl bgm cannot believe happened 2x two week,negative
9554,maam door close 10 min prior departure 20 min laughter 2 agent,negative
9555,905am plane left agent door closed early,negative
9556,called 25 time redeem mile point cant get advertise mile make hard use,negative
9557,arriving 841am flight scheduled depart 857am door closed agent,negative
9558,need speak live person ive recording told sat wed luggage yest,negative
9559,thanks information,positive
9560,need move reservation due weather middle part u would like change departing airport,neutral
9561,couldnt thankful crew ground air today help sick kid lost bag,positive
9562,thx delayed checkin noon flt mia forcing take late flightr flts delayed cincy miami 13 hr,negative
9563,getting extremely frustrated w phoneonline service merging frequent flyer mile,negative
9564,already spent 60 min today handling minor child shame treating 15 year old girl like,negative
9565,someone help travel issue today,neutral
9566,first pilot late flight maintenance exactly happened two week ago unacceptable,negative
9567,nothing usair cc point email stated would charged thanks reply,neutral
9568,never fly u airway american share nightmare story many others know fly,negative
9569,never treated poorly airline life military family alot flying,negative
9570,burned lot time cell minute working flight issue hopefully fly home morning,negative
9571,would rather plane get exposed nasty contagious virus work wth get flight changed late flightr date,negative
9572,amp weight restriction carry luggage find measurement weight restriction tia,neutral
9573,worked bought rental car failed get location paid get,negative
9574,ive hold 30 minute counting,negative
9575,discovered flight cancelled flightled yesterday 330pm finally notified u flight cancelled flighted 0316,negative
9576,appalled departure messed return supposed fly alone two sick kid,negative
9577,tweet day get live cust rep make sure world know dont care customer health,negative
9578,thank,positive
9579,4473 called say runway clearing problem thing,neutral
9580,decided good sport give guy another shot flight delayed,negative
9581,hold 8 hour yesterday wo speaking agent hold w 2 phone 30 min let bashing begin,negative
9582,flight dfw cancelled flightled today,neutral
9583,add ktn existing reservation,neutral
9584,please fix unproductive check process 20 check station 2 people working total mess,negative
9585,,negative
9586,im supposed fly dallas help get new itinerary,neutral
9587,clt baggage crew deserves run make connection bag still made,positive
9588,thanks,positive
9589,denied mom flight needed breast pumping part full flight please fix asap,negative
9590,relied u airway mistake awful customer experience,negative
9591,thank website crashing,negative
9592,hold 2hrs flight cancelled flightled amp anthony beyond rude helpful theyre weighing,negative
9593,nightmare ever end found flight today delayed due ground handling delay affecting prior flight,negative
9594,alright please give scott f bdl bonus excellent customer service,positive
9595,youve got get weve got excuse,negative
9596,im referring email like tell people get upgrade otherwise know already,neutral
9597,first luggage got stuck different city get back today amp one employee stole pair glove,negative
9598,reserved flight companion certificate mail certificate verification thx,neutral
9599,flight schedule quintana roo mexico reflect newly adopted time zone change est,neutral
9600,sure know pamper customer strand abroad,negative
9601,maybe drive,neutral
9602,suck pas saving u,negative
9603,thank apology,neutral
9604,help refund phone guy couldnt help website wont let submit reply,negative
9605,take late flight whole new level,negative
9606,“ ” thank elaborate response,positive
9607,guy screwing trip thanks nothing,negative
9608,refund system,neutral
9609,seriously ridiculous shouldnt wait hour luggage land,negative
9610,thats case sent email link ill show,neutral
9611,waiting 40 min far luggage,negative
9612,time tweet tell horrible youre attendant flight 3841 lga feel jail,negative
9613,hello anyone,negative
9614,forced section 4 5 check carry would packed differently check bag even allow,negative
9615,raleigh chicago upgrade must flying aa screw usair elite bailed airline,negative
9616,flt 419 2 hr late flight baggage 1 hr see delivered suitcase wet inside amp,negative
9617,get hotel ur agent nothing help top sent luggage wrong flight,negative
9618,take late flightr flight booked corporate disney travel dept agent offered little help,negative
9619,computer system went ok understandable agent make worse helping anyone else,negative
9620,employee responsible social medium content yes u probably care however action last night say otherwise,negative
9621,flight get 30 minute early goodwill gone bag arent 45 minute late flightr,negative
9622,wow awful customer service,negative
9623,merging american negatively affect quality integrity longer fly,negative
9624,many agent working handle thousand call,negative
9625,best amazing follow please,positive
9626,flight 435 delayed miss connecting flight 457 please help alternate thank,negative
9627,4469 thank asking,neutral
9628,three hour wait counting waiting reservation phone serious,negative
9629,happy note 719 crew wonderful cant say enough great thing pilot he u,positive
9630,mess caused computer system flight 719 3 hour late flight gate u est 26 min wait,negative
9631,storm storm customer service joke 6 hour wait time speak someone never fly airline,negative
9632,guy luggage san jose supposed deliver hotel hour ago please contact,negative
9633,ive flown 6 figured worth mile lifetime first last ever flight u airway,negative
9634,pls get back tallahassee one ever stranded gainesville long,negative
9635,miserable airline loss revenue reflection go extinct merger delay inevitable,negative
9636,point merger go business turning profit anymore,negative
9637,love give feedback link fill personal info form guy best,negative
9638,finally got ahold agent another hour thanks follow recommend call back feature,negative
9639,ringling brother barnum bailey keep eye peeled clown car,negative
9640,mention fact flight delayed computer,negative
9641,cannot add frequent flyer number website help,negative
9642,get plane wait hour half speak someone reflight booking problem,negative
9643,please dont trivialize joke slow day slow experience,negative
9644,1 agent phx customer service desk hour ago line 100 people long,negative
9645,sorry doesnt help midnight pst hell still hold 90 minute customer service line,negative
9646,like thought america u airway start operating rule communist russia,negative
9647,guy nice give route jet blue southwest least treat customer properly,negative
9648,nope apparently way guy business guess im flying southwest blue,negative
9649,keep thinking massive practical joke someone gonna appear thin air take reno tonight,negative
9650,there 50 people line one agent,negative
9651,way im planning ive ben waiting line customer service phxfor hour,negative
9652,already planning local boycott washington dc area,negative
9653,legitimately say would rather driven cross country flown u airway,negative
9654,despite fact see answering people twitter mundane q refuse answer,negative
9655,guy worst airline ive ever dealt notification keeping customer updated terrible service,negative
9656,hey guy thanks answering thanks keeping hold hour customer service 12 pm pst,negative
9657,progress good luck patrick,neutral
9658,he fine really like picking seat,positive
9659,worst airline ever travel,negative
9660,lazy inconsiderate unprofessional airline ever traveled,negative
9661,pride service concern wife everyone else flight dont care,negative
9662,u horrible people say sleep,negative
9663,who charge company wife missed connection ca sent luggage another flight,negative
9664,call hung,negative
9665,got message site call flight gave hold 3 hour,negative
9666,lost passenger today upholding promise excellent customer service,negative
9667,yet staff philadelphia failed send luggage home,negative
9668,ok 4th try todaygiving 1245am 138 minute hold time,negative
9669,number email thats purpose sending tweet,negative
9670,thank ill next time,positive
9671,still say cant check flight information incorrect everything entered correctly,negative
9672,say estimated leave hour ago hasnt left yet thanks useful information,negative
9673,customer service horrendous way employee speak customer lack care problem flight,negative
9674,mom sit 3 hour waiting flight ultimately cancelled flighted give tuesday morning flightno compensation ugh,negative
9675,anyone airline know job,negative
9676,worst airline time,negative
9677,denied standby bc checked bag cvg 5163 phl 6so take delayed 3751 4 hr late flightrexcept u lost bag cvg,negative
9678,reminded today fly,negative
9679,look like bag rescued thanks,positive
9680,ive trying get book reservation system let day 3,negative
9681,worst,negative
9682,making folk run gate c29 a18 b11 explanation zero cart transfer elderly handicap,negative
9683,waiting airplane total 3 hour take 2 flight todaythis usually doesnt happen,negative
9684,given option new flight cant get plane phlmia 20years worst travel experience ever,negative
9685,doesnt let u stand flight due checked bag causing u get 5 hour late flightr get phl amp bag didnt make,negative
9686,arent merged marketing department would u believe maybe get home,neutral
9687,absolutely worst experience life phl 6 hr 1 failed departure 3 gate zero communication help,negative
9688,soon call customer service speak representative disconnected,negative
9689,trying call customer service since 9pm hour disconnected spoke one,negative
9690,give u information attitude,negative
9691,looking help recover item left airplane evening,neutral
9692,attendant gate enjoyed watching flight destination take horrible attendant give u,negative
9693,stranded without updating departure board cancelled flightled flight,negative
9694,absolutely terrible managing delay delayed undelayed delayed 6 time 10 office hour,negative
9695,rude unreliable horrible company equally rude unreliable horrible employee stay tuned,negative
9696,take hour offload bag especially taking 30 min get jetway get plane landing,negative
9697,flight philly gt mia bwahahaha delayed 5 hr air 30 min turned back around,negative
9698,im tired paying luggage amp le stellar customer service,negative
9699,heard debacle dca happening new orleans flight,negative
9700,think little weak sauce zero inflight entertainment 4 hour flight salt lake philadelphia,negative
9701,flew good weather landed another technical issue gate improve service lose customer,negative
9702,stranding customer reflight booking problem answering phone way treat platinum member,negative
9703,made reservation online didnt receive confirmation email bank said transaction went u help,negative
9704,worst flying experience life flight scheduled departure 544pm phl 5 hr late flightr guess,negative
9705,issued memphis travel advisory tomorrow winter weather coming,neutral
9706,update flightits three hour delayed thank,negative
9707,partner w different hotel phl clarion proving difficult amp customer friendly,negative
9708,truly dissapointed flight delayed going miss connection expected rebook flight,negative
9709,kind screwed day least outbound save stranding,negative
9710,nightmare trying get costa rica phl today stuck miami one answer 800 number,negative
9711,ummmm think u air computer hour flight 3 hour late flight,negative
9712,comedy error continues cant get gate broken truck way,negative
9713,instruction say call im said,negative
9714,since loyal usair customer sure make meright want get home amp back work,positive
9715,fact get notified hindered ability look alternate flight snapped,negative
9716,youre really fudgin delay,negative
9717,discovered billed u 300 rescheduled flight cost second day lost work,negative
9718,today usair cancelled flightled rescheduled flight amp notify u except possibly home phonenot helpful since co,negative
9719,cant get phone,negative
9720,thanks ruining last night vacation worry flight yall dont record,negative
9721,janet amp denphl flight cancelled flightled saturday usair rescheduled automatically amp notified u email additional cost,positive
9722,2 hr trying reach real human finally hold 136 hr synch reservation,negative
9723,idiot took plane amp gave someone else fudgers flight 799 philly orlando,negative
9724,missed flight rude csr flight till tuesday answer twitter help rt youre hope,negative
9725,delayed 25 hour trying get give u update please,negative
9726,always nice customer service manager threatens customer standing understaffed line last hour,negative
9727,passed 3 hour mark call gave 25 morning,negative
9728,lost amp found wife lost phone philly amp followed web instruction call 800 answer,negative
9729,help seat assignment 5 people flight 694 phx hnl seat split anything great,neutral
9730,followdm please,neutral
9731,dinner reservation minute ive trying get since breakfast,negative
9732,clt please send one cust svc rep cust svc counter assist line door,negative
9733,help ive hold almost two hour trying 2 get home,negative
9734,please call late flightr acceptable neither hold 5 hr,negative
9735,sitting gate 25 min u 728 give,negative
9736,wouldnt need wait hold 6 hour website worked correctly please respond,negative
9737,get answer question holding hour 6x getting message said arent taking call,negative
9738,hell overbook plane knew people actually seat assignment poorplanning,negative
9739,worst service reagan int rarely post company service annoyed weather relate flightd … incompetence,negative
9740,hold 25 hour getting 2 hour hold morning answer help,negative
9741,farmy phone wait time longer coverage,negative
9742,chairman preferred 518758 lifetime mile u air reward upgrade usual,negative
9743,flight 4424 operated n813ma arrives following flight reagan national,neutral
9744,45 minute delay take 30 minute wait checked bag really,negative
9745,ive hold 90 minute terrible customer service messed reservation,negative
9746,wont help get luggage back im teen trying change world dc,negative
